,prix,Taxes_municipales,Taxes_scolaires,Electricite,Assurances,ville,region,adresse,chambres,salle_de_bain,salle_d_eau,etage,Aire_habitable,Taille_du_terrain
6948,599000,"1988,95$","258,97$","1800,00$","850,00$",Pike River,Estrie,"1333, chemin Molleur",2,1,,1,1200.0,28365.92
6949,599900,"2238,00$","800,00$","2500,00$","1400,00$",Cantley,Outaouais,"186, chemin Sainte-Élisabeth",3,2,,2,2500.0,36010.0
6950,600000,"2272,00$","562,00$",,"889,44$",Gatineau (Gatineau),Outaouais,"883A-883B, rue Saint-Louis",5,2,,,,7956.0
6952,800000,"3238,00$","303,18$",,"946,12$",Gatineau (Gatineau),Outaouais,"10, rue Paris",6,4,,,,6184.0
6953,700000,"2877,00$","417,00$",,"831,67$",Gatineau (Hull),Outaouais,"45-45A, rue Labelle",3,2,,,,3600.0
6954,600000,"9080,49$",,"3721,00$",,Saint-Roch,Québec Rive-Nord,"556, carré Lépine",,,,,,1357.1856000000002
6955,619000,"1938,38$","434,52$","2455,00$",,Charlesbourg,Québec Rive-Nord,"740, rue George-Muir",3,2,,2,1761.0,40494.0
6956,550000,"2986,43$","559,93$",,"417,47$",Laurier-Station,Chaudière-Appalaches,"393, boulevard Saint-Joseph",4,1,3,,,9849.3384
6957,315000,"2217,00$","505,00$",,,Rivière-Du-Loup,Bas-Saint-Laurent,"35, chemin des Raymond",3,1,,2,2800.0,5000.0
6958,899000,"3227,98$","669,92$",,"1136,87$",Saint-Laurent,Montréal / l'Île,"1580-1586, rue Tassé",3,1,,,,3970.0000000000005
6959,699000,"1806,00$","305,00$","2500,00$",,St-Sauveur,Laurentides,"82, avenue Chartier",4,2,,2,2500.0,5300.0
6960,390000,"2718,27$","580,23$","2400,00$","785,89$",Charlesbourg,Québec Rive-Nord,"1530, rue de Grandlieu",4,1,1,2,1248.61,5698.41
6961,229900,"2300,00$","210,00$","1900,00$",,Loretteville,Québec Rive-Nord,"520, rue Racine",5,3,,3,,
6962,1195000,"2846,92$","909,26$",,,Ste-Therese,Laurentides,"355, rue Blainville Est",,,,,,43518.49
6964,200000,"2033,59$","416,65$","538,29$","402,12$",Beauport,Québec Rive-Nord,"5-645, rue du Douvain",2,1,,3,1130.0,
6965,400000,"1539,00$","335,94$","180,00$",,Ville-Marie (Centre-Ville et Vieux Mtl),Montréal / l'Île,"205-1700, avenue Papineau",1,1,,3,844.0,
6966,450000,"2039,45$","425,32$",,,St-Apollinaire,Chaudière-Appalaches,"68, rue Boucher",2,2,1,2,1250.77,7998.66
6967,242500,"2400,00$","500,00$","450,00$",,Boischatel,Québec Rive-Nord,"307-20, Côte de l'Église",1,1,,4,981.0,
6968,489000,"1835,00$","685,00$","2900,00$",,Beaumont,Chaudière-Appalaches,"247, route du Fleuve",4,1,1,2,1768.0,27000.0
6969,145000,"1605,97$","317,72$",,,Donnacona,Portneuf,"467, rue Notre-Dame",3,1,,2,,6102.06
6970,499000,"2441,00$","502,00$","1200,00$","396,00$",Saint-Laurent,Montréal / l'Île,"603-950, rue Muir",2,2,,1,1007.5,
6971,525000,"1694,44$","616,93$",,"333,54$",Mirabel (Domaine-Vert Nord),Laurentides,"101-11845, rue d'Amboise",2,2,,1,1258.0,
6972,264900,"1822,00$","271,00$",,,Repentigny (Le Gardeur),Lanaudière,"C-617, rue Le Bourg Neuf",2,1,1,2,957.0,
6973,115000,,,,,Ste-Adèle,Laurentides,"5556, chemin des Hauteurs",,,,,,90000.0
6974,299900,,,,,St-Denis-sur-Richelieu,Montérégie (Rive-Sud Montréal),"197, chemin des Patriotes",,,,,,9275.0
6976,439000,"2826,84$","363,17$",,,Ste-Foy,Québec Rive-Nord,"3108, rue de Champagne",4,2,,1,1000.0,5950.29
6977,228900,"2686,00$","489,23$","550,00$","160,00$",Montcalm,Québec Rive-Nord,"301-159, chemin Sainte-Foy",1,1,,1,740.56,
6978,68000,,"120,95$",,,Chertsey,Lanaudière,"662, rue des Muguets",,,,,,35000.0
6979,298750,"2448,00$","436,00$",,"900,00$",Lévis,Québec Rive-Sud (Lévis),"6502-6504, rue Saint-Laurent",6,2,1,,,5032.3
6980,150000,"1406,00$","270,00$","700,00$","240,00$",Lévis,Québec Rive-Sud (Lévis),"315-1130, rue Charles-Rodrigue",1,1,1,1,,
6981,300000,"92,58$","11,01$",,,Bristol,Outaouais,"291, chemin River",,,,,,399445.2
6982,149000,,,,,Mont-Tremblant (St-Jovite),Laurentides,"1121, chemin du Lac-Duhamel",,,,,,18370.0
6983,359000,"2473,97$","451,63$",,,Roxton Pond,Estrie,"960, rue Saint-Joseph",5,1,1,2,1925.0,8231.0
6984,3450000,,,,,Gatineau (Hull),Outaouais,"99, rue Crémazie",,,,,,30112.0
6985,600000,"2415,51$","498,00$","680,00$","1044,00$",Pierrefonds / Roxboro,Montréal / l'Île,"2, place Talbot",3,1,1,2,1242.0,6440.0
6986,950000,"2703,66$","402,49$","2160,00$",,Potton (Mansonville),Estrie,"63, chemin des Cheminots",4,3,1,2,2761.0,107639.1
6988,280000,"2283,61$","292,40$","1500,00$",,Ste-Foy,Québec Rive-Nord,"8005, boulevard Wilfrid-Hamel",3,2,,2,1260.0,2981.6
6990,166500,"660,18$","187,87$",,,Carillon,Laurentides,"1877, chemin de l'Île Carillon",,,,,,59568.56
6991,385000,"3145,00$","874,00$","1377,00$",,Boisbriand,Laurentides,"301-4455, rue des Francs-Bourgeois",2,2,,1,1100.0,
6992,599000,"5280,00$","435,00$","1000,00$",,St-Augustin-De-Desmaures,Québec Rive-Nord,"104-4901, rue Lionel-Groulx",3,2,2,1,1850.0,
6993,500000,"3022,15$","677,55$","1423,61$",,Charlesbourg,Québec Rive-Nord,"8873, rue des Marsouins",4,1,1,2,1358.0,5206.0
6994,425000,"2096,00$","600,00$","1000,00$",,Grandes-Piles,Mauricie,"935, 4e Avenue",1,1,,2,728.0,32000.0
6995,194900,"900,00$","175,00$",,,St-Fabien-De-Panet,Chaudière-Appalaches,"40, Chemin du Domaine Évangéline",2,1,,2,1080.0,32000.0
6996,575000,"3697,82$","339,67$",,,Sherbrooke (Jacques-Cartier),Estrie,"2704, rue Mérici",2,3,,2,1800.0,4975.0
6997,335000,"2337,00$","566,00$","876,00$","582,00$",St-Jean-Chrysostome,Québec Rive-Sud (Lévis),"1071, avenue Taniata",3,1,1,1,1000.0,10000.0
6998,600000,"2608,00$","410,00$","1700,00$",,Gatineau (Gatineau),Outaouais,"828, boulevard Saint-René Est",5,3,,2,1754.0,21377.0
7000,490000,"2263,00$","478,00$","1400,00$",,Saint-Laurent,Montréal / l'Île,"606-730, rue Montpellier",3,1,1,1,1189.0,
7001,300000,"2115,44$","500,00$",,,St-Gervais,Chaudière-Appalaches,"79, rue Lapierre",1,1,1,1,980.0,11000.0
7002,729000,"4319,21$","1293,35$","1688,25$",,Rimouski (Rimouski),Bas-Saint-Laurent,"210, rue de Provence",4,2,1,2,2411.0,15638.89
7003,325000,"2699,60$","631,61$","3442,00$","1173,00$",Jonquière (Jonquière),Saguenay-Lac-Saint-Jean,"3681, rue Saint-Bernard",6,2,,1,1900.0,7878.11
7004,549000,"4077,65$","939,17$","1100,00$","300,00$",Longueuil (Vieux-Longueuil),Montérégie (Rive-Sud Montréal),"1907-70, rue de la Barre",3,1,1,24,1545.0,
7005,189900,"1995,95$","375,60$","875,00$",,Charlesbourg,Québec Rive-Nord,"7326, rue du Buffle",2,1,1,1,1100.0,
7006,780000,"1800,00$","450,00$",,,Cleveland,Estrie,"304, chemin Saint-Cyr",5,1,,1,1120.0,2666220.62
7007,184500,"1957,67$","258,77$","800,00$","300,00$",Ste-Foy,Québec Rive-Nord,"302-3540, avenue McCartney",2,1,,1,937.54,
7008,327500,"2295,73$","469,92$","2000,00$","2325,45$",Jonquière (Jonquière),Saguenay-Lac-Saint-Jean,"3677-3679, rue Saint-Léandre",6,3,,,,5000.0
7009,335000,,,,,Jonquière (Jonquière),Saguenay-Lac-Saint-Jean,"3685-3689, rue Saint-Léandre",6,3,,,,5000.0
7010,425000,"2706,00$","538,05$","781,24$","482,87$",Ste-Therese,Laurentides,"401-260, place Harel",2,1,,1,1200.0,
7012,460000,"2391,00$","398,00$","2045,00$",,Côte-St-Luc / Hampstead / Montréal-Ouest,Montréal / l'Île,"6156, avenue MacDonald",2,1,1,1,607.08,5149.45
7013,245000,,,,,Val-Des-Bois,Outaouais,chemin des Épinettes,,,,,,43560.0
7014,220000,"2000,00$","400,00$","1200,00$",,St-Charles-De-Bellechasse,Chaudière-Appalaches,"127, rue Asselin",3,1,1,1,864.0,3215.3172000000004
7015,670000,"3200,00$","400,00$","1200,00$","550,00$",St-Michel-de-Bellechasse,Chaudière-Appalaches,"8, chemin du Mistral",3,2,1,2,1785.0,20000.0
7016,439000,"2163,00$",,"1400,00$",,Gatineau (Gatineau),Outaouais,"483, rue Georges-Dor",4,2,,,,6001000.0
7017,735000,"4937,00$","548,00$","1700,00$","610,00$",Ste-Foy,Québec Rive-Nord,"102-2050, boulevard René-Lévesque Ouest",2,2,,1,1784.0,1193.93
7018,88000,"2619,68$","303,90$",,,Témiscouata-sur-le-Lac,Bas-Saint-Laurent,788A-788 rue Commercial Nord,3,,,,,2352.34
7019,545000,,,,,Ste-Anne-Des-Lacs,Laurentides,"6-8, chemin des Perdrix",4,2,1,2,,27000.0
7020,160000,"2500,00$","300,00$","1200,00$",,Hébertville,Saguenay-Lac-Saint-Jean,"275-273, rue Turgeon",2,1,1,1,1511.26,3749.07
7021,368500,"2689,00$","560,00$","1800,00$","500,00$",Charlesbourg,Québec Rive-Nord,"8868, rue des Marsouins",3,1,1,2,1399.31,5500.3348
7022,225000,,,,,Grandes-Piles,Mauricie,"8, rue Jean-J.-Crête",,,,,,46499.907
7024,475000,"1846,63$","399,13$","720,00$",,Côte-des-Neiges / Notre-Dame-de-Grâce,Montréal / l'Île,"208-4965, chemin Queen-Mary",1,1,,4,776.0,
7025,450000,"2060,15$","478,06$",,,La Baie,Saguenay-Lac-Saint-Jean,"1871, 8e Avenue",5,2,,2,1922.0,6250.0
7026,259000,"2147,00$","520,00$","2349,00$",,Lévis,Québec Rive-Sud (Lévis),"8215, boulevard Guillaume-Couture",3,1,,1,696.0,9750.0
7027,90000,"641,24$","117,70$",,,Isle-Aux-Grues,Chaudière-Appalaches,", chemin du Rivage",,,,,,43252.62
7028,459000,"4700,00$","350,00$","4000,00$","1200,00$",Rimouski (Ste-Odile-Sur-Rimouski),Bas-Saint-Laurent,"50, rue Charles-Guillaume",4,2,,1,3175.0,60000.0
7029,849000,"2579,00$","614,00$",,,Boucherville,Montérégie (Rive-Sud Montréal),"183, rue Jean-Bruchési",4,2,,1,1173.0,7480.3
7030,529000,"964,59$","450,00$","1500,00$","500,00$",Val-Des-Bois,Outaouais,"209, chemin Hayes",2,1,1,1,936.0,54450.0
7031,750000,"3791,53$","772,30$","1909,00$",,Gatineau (Aylmer),Outaouais,"129, rue du Marchand",4,2,1,2,1819.0,6001.0
7032,424000,"3229,21$","587,14$","2000,00$",,Beauport,Québec Rive-Nord,"2, rue Lionel-Bélanger",2,2,,2,1208.0,6583.0
7033,349000,"2333,94$","505,44$","666,49$",,Métis-Sur-Mer,Bas-Saint-Laurent,"22, chemin de la Station",10,5,,2,,435600.0
7034,800000,"1770,00$","428,00$","986,00$","802,00$",St-Félicien,Saguenay-Lac-Saint-Jean,"3040, rang Simple Nord",2,1,,2,1762.0,2662387.21
7036,395000,"2200,00$","303,00$","1800,00$",,Stukely-Sud,Estrie,"19, chemin des Érables",4,1,,1,1400.0,16684.06
7037,356000,"1439,28$","309,00$",,"442,80$",Longueuil (Vieux-Longueuil),Montérégie (Rive-Sud Montréal),"302-849, rue Fabre",2,1,,3,809.0,
7038,845000,"3397,91$","307,66$","3050,00$",,Farnham,Estrie,"101, boulevard de Normandie Nord",4,2,1,1,2265.0,27026.0
7039,70000,"842,93$","76,61$",,,St-André-D'Argenteuil,Laurentides,"1, rue des Pionniers",,,,,,58457.0
7040,555900,,,,,Venise-En-Quebec,Montérégie (Rive-Sud Montréal),"223, 19e Avenue Ouest",3,2,,1,1152.0,5909.0
7041,500000,"2104,00$","262,00$","1212,00$",,Brossard,Montérégie (Rive-Sud Montréal),"6694, rue Claudel",3,1,1,2,1200.0,2003.81
7042,1200000,"3537,00$","742,00$",,,Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,"8340, place Fonteneau",3,1,1,2,900.0,3645.0
7043,595000,"3465,84$","600,00$","700,00$",,Gatineau (Gatineau),Outaouais,"156, rue de Salernes",5,2,1,1,2004.0,7950.0
7044,379000,"3174,08$","494,00$","2029,02$","830,58$",Château-Richer,Québec Rive-Nord,"11, rue des Cimes",3,2,1,1,1092.0,8238.3171
7045,899000,"3800,00$","700,00$",,,Carignan,Montérégie (Rive-Sud Montréal),"3460, rue Lareau",3,2,1,2,2280.0,5000.0
7046,349000,"2754,00$","500,00$","2160,00$",,St-Émile,Québec Rive-Nord,"6426, rue de Mercure",3,1,1,1,898.79,4843.76
7048,450000,"4100,00$","822,00$","3947,89$","2000,00$",St-Georges,Chaudière-Appalaches,"435, 6e Avenue Nord",5,,,,,
7049,399900,,,,,Ville-Marie (Centre-Ville et Vieux Mtl),Montréal / l'Île,"36-2005, rue de Champlain",2,1,1,2,1155.0,1155.0
7051,289000,"1342,66$","135,00$","1200,00$",,St-Pamphile,Chaudière-Appalaches,"80, route de la Plage-du-Sault",3,1,1,2,1344.0,22500.0
7052,810000,"3052,86$","573,96$","1900,00$",,Montréal-Nord,Montréal / l'Île,"11201, avenue Armand-Lavergne",1,1,,2,1259.0,3928.0
7053,529000,"1912,29$","671,01$","2500,00$",,Mascouche,Lanaudière,"1424, chemin Pincourt",3,2,1,1,1900.0,17787.0
7054,499000,,,,,Trois-Rivières (Trois-Rivières-Ouest),Mauricie,"3445, rue Maheu",6,4,,2,3125.0,7884.0
7055,845000,"5300,00$",,,,Gatineau (Hull),Outaouais,"69, rue du Chinook",4,3,1,2,2080.0,5246.0
7056,350000,"2000,00$","470,00$","2100,00$","1200,00$",Berthierville,Lanaudière,"653, rang de la Rivière Bayonne Sud",3,1,,1,1233.6644999999999,28071.2
7057,600000,"2285,47$","287,03$","676,51$",,Ville-Marie (Centre-Ville et Vieux Mtl),Montréal / l'Île,"2136, rue du Havre",3,1,,1,967.0,446.38
7058,350000,"2306,00$","550,00$","1800,00$",,Breakeyville,Québec Rive-Sud (Lévis),"56, rue de la Viorne",3,1,1,2,1300.0,3875.0
7060,675000,"2193,00$","841,00$","1887,00$",,St-Alexis,Lanaudière,"298, rue Principale",6,2,1,2,4642.5,66151.2
7061,300000,"2250,00$","400,00$","2400,00$",,Shawinigan (Shawinigan-Sud),Mauricie,"136, place Albert-Landry",3,2,,1,960.0,6272.0
7062,255000,"2334,00$","190,00$","960,00$",,Saint-Sauveur,Québec Rive-Nord,"2-767, rue Saint-Vallier Ouest",3,1,,3,1133.44,2557.9509000000003
7063,238000,"2101,18$","158,00$","2000,00$",,Duberger,Québec Rive-Nord,"3064, rue de Port-Louis",2,1,,3,1200.0,2159.24
7064,474000,"2402,00$","215,00$",,"1166,00$",Beauport,Québec Rive-Nord,"930, avenue Royale",9,2,1,2,2002.08,7405.57
7065,600000,"2389,63$","587,51$",,"589,00$",Gatineau (Gatineau),Outaouais,"325, rue de la Galère",5,2,1,2,1422.99,3051.3300000000004
7066,1500000,"3753,00$","999,00$","3240,00$",,Terrebonne (Lachenaie),Lanaudière,"133, rue des Écueils",3,1,1,1,1521.0,8800.0
7067,160000,"1615,19$",,,,Baie-St-Paul,Charlevoix,", côte de Pérou",,,,,,243275.0
7068,700000,"4002,10$","995,84$",,,Jonquière (Arvida),Saguenay-Lac-Saint-Jean,"3056-3060, rue Sainte-Émilie",8,2,1,1,3959.11,14415.08
7069,445000,"2652,40$","385,05$","583,00$","300,00$",Saint-Léonard,Montréal / l'Île,"501-7500, rue Fontenelle",2,1,,1,1017.0,
7070,457000,,,,,Val-d'Or,Abitibi-Témiscamingue,"3949, chemin Sullivan",3,3,1,2,3010.0,55156.0
7072,19999999,"2162,89$","358,44$","538,50$","341,17$",Val-Bélair,Québec Rive-Nord,"309-1370, avenue du Golf-de-Bélair",1,1,,,,1144.0
7073,225000,"1795,98$","334,58$",,,Beauport,Québec Rive-Nord,"206-22, rue des Mouettes",2,1,1,2,955.0,5000.0
7074,400000,"2821,25$","767,63$","2101,64$","825,13$",Rimouski (Ste-Odile-Sur-Rimouski),Bas-Saint-Laurent,"53, rue des Collines",3,2,,3,1595.0,33702.0
7075,830000,,,,,Chambly,Montérégie (Rive-Sud Montréal),"1648, rue de Gentilly",4,2,1,2,1448.0,5350.0
7076,598000,,"485,14$","840,00$",,Le Sud-Ouest,Montréal / l'Île,"101-1940, rue Saint-Jacques",2,1,,1,806.0,
7077,299000,"1768,00$","455,00$","1000,00$","750,00$",Château-Richer,Québec Rive-Nord,"8686, boulevard Sainte-Anne",1,2,1,1,1434.0,30000.0
7078,274995,"2328,00$",,"2850,00$","796,00$",St-Émile,Québec Rive-Nord,"2305, rue de la Faune",4,2,,1,1490.0,8647.0
7080,349000,"1723,00$","395,00$","1200,00$","1600,00$",Ayer's Cliff,Estrie,"1007, rue Main",3,1,,2,,11000.0
7081,1649000,,,,,Rivière des Prairies,Montréal / l'Île,"12605, 27e Avenue",,,,,,11338.0
7082,129000,,,,,Ste-Catherine-de-la-JC,Québec Rive-Nord,"62, rue Jolicoeur",,,,,,7400.19
7084,144500,,,,,Ste-Catherine-de-la-JC,Québec Rive-Nord,rue Vanier,,,,,,
7085,398800,"2677,00$","235,00$","552,00$",,Ste-Therese,Laurentides,202-361 rue Jacques-Lavigne,2,1,,1,1033.0,
7086,380000,"2168,37$","471,23$",,,Pierrefonds / Roxboro,Montréal / l'Île,"203-5232, rue du Sureau",2,1,1,1,1080.0,1.0
7087,379000,"634,97$","334,93$",,,Sheenboro,Outaouais,", chemin McCann",,,,,,435600.0
7088,290000,,,,,Chicoutimi (Chicoutimi),Saguenay-Lac-Saint-Jean,", boulevard Renault",,,,,,32081.0
7089,300000,"2251,18$","578,91$","2805,00$","733,00$",Sept-Iles,Côte-Nord,"7, rue Ternet",7,2,,1,1087.15,7511.06
7090,425000,,,"2400,00$",,Rimouski (Ste-Odile-Sur-Rimouski),Bas-Saint-Laurent,"25, chemin Saint-Léon",3,2,1,2,2548.0,49500.0
7091,415000,"3126,00$","413,00$","3400,00$","1300,00$",Farnham,Estrie,"1530, chemin des Coteaux",8,4,4,2,39396.97,39396.0
7092,599999,"2240,00$","690,00$","2200,00$","1100,00$",Val-Des-Monts,Outaouais,"211, chemin Sauvé",3,2,,1,1180.0,133472.49
7093,685000,"4084,12$","1187,90$","2450,00$",,St-Jean-sur-Richelieu (St-Athanase),Montérégie (Rive-Sud Montréal),"1766, rue Bellerive",4,2,,2,1733.0,11345.0
7094,629000,"4146,00$","384,00$",,,Pont-Rouge,Portneuf,"628, rue du Rosier",5,1,1,2,1937.0,11754.0
7096,489500,"2200,00$","590,81$",,,Gatineau (Gatineau),Outaouais,"439, rue Jean-Perrin",4,1,1,2,1497.0,3000.0
7097,650000,"2436,00$","593,00$",,,St-Jean-sur-Richelieu (St-Jean-sur-Richelieu),Montérégie (Rive-Sud Montréal),"1008, rue Saint-Jacques",4,2,,1,1014.0,7598.0
7098,499700,,,,,St-Nicolas,Québec Rive-Sud (Lévis),"(terrain)-984, route Marie Victorin",,,,,,47000.0
7099,575000,"1200,00$","265,09$","1500,00$","1200,00$",St-Sauveur,Laurentides,"361, avenue de l'Église",3,2,,2,1600.0,60000.0
7100,258000,"1995,31$","397,83$","1750,00$",,L'Islet (L'Islet-Sur-Mer),Chaudière-Appalaches,"195, chemin des Pionniers Est",5,4,,2,2400.0,12694.96
7101,199900,"1894,74$","209,30$","3120,00$","540,00$",Wotton,Estrie,"867, rue Saint-Jean",3,1,1,2,1622.0,12000.0
7102,800000,"3305,00$","735,00$","2976,00$","600,00$",Terrebonne (Terrebonne),Lanaudière,"2625, rue du Pauillac",4,1,1,2,1600.0,5300.0
7103,350000,"1481,92$","334,58$","550,00$",,Rosemont / La Petite Patrie,Montréal / l'Île,"101-4705, avenue 18e",1,1,,1,563.0,
7104,995000,"3067,00$","652,00$",,,Saint-Laurent,Montréal / l'Île,"1705, rue de Cambridge",4,2,,3,1485.0,5298.0
7105,880000,"5449,91$","497,00$",,,Val-Bélair,Québec Rive-Nord,"2150, rue Lamartine",4,3,1,2,6060.0,17000.0
7106,255000,"2050,41$","415,00$","1200,00$","312,00$",Beauport,Québec Rive-Nord,"102-556, avenue Joseph-Giffard",2,1,1,2,900.0,10234.33
7108,209900,"2056,00$","162,00$","700,00$","220,00$",L'Ancienne-Lorette,Québec Rive-Nord,"303-1281, rue des Pionniers",2,1,,3,1050.0,250.0
7109,489000,"3400,00$","650,00$","1000,00$","1700,00$",Vieux-Port,Québec Rive-Nord,"451, rue Champlain",4,2,,4,2000.0,1649.03
7110,135000,"496,28$","132,41$",,,Beaupré,Québec Rive-Nord,", rue Larsen",,,,,,13000.0
7111,1600000,"4200,00$","1400,00$",,,Cantley,Outaouais,"63, rue de l'Opale",5,3,,2,2800.0,120695.73
7112,240000,"2134,36$","370,87$","960,00$",,Lebourgneuf,Québec Rive-Nord,"6389, rue du Courtil",2,1,1,2,942.0,2256.12
7113,340000,"2700,00$","250,00$","1400,00$","500,00$",Charlesbourg,Québec Rive-Nord,"249, rue Sophia-Melvin",3,1,1,2,1250.0,5298.4848
7114,800000,"1700,00$","500,00$",,,Longueuil (St-Hubert),Montérégie (Rive-Sud Montréal),"1342, rue Emerie",2,1,,2,1200.0,2500.0
7115,330000,"2696,00$","555,00$","747,00$","899,00$",Charlesbourg,Québec Rive-Nord,"3198, avenue Des Grives",4,2,,2,1152.0,6400.0
7116,699000,"3750,00$","913,00$",,,Terrebonne (Terrebonne),Lanaudière,"1570, rue Migeon",3,1,1,2,2176.0,8490.0
7117,1200000,"4995,00$","284,00$","3800,00$","5800,00$",Ste-Agathe-Des-Monts,Laurentides,"185, rue Saint-Vincent",16,,,,,9649.0
7118,245000,"2122,03$","181,85$",,,Ste-Agathe-Des-Monts,Laurentides,"543, rue Principale Est",,,,,,12242.0
7120,450000,"1955,23$","385,51$",,,Pointe-Claire,Montréal / l'Île,"121, avenue Pendennis",3,1,1,3,1295.0,2019.08
7121,649000,"4000,00$","800,00$","1000,00$","500,00$",L'Anse-St-Jean,Saguenay-Lac-Saint-Jean,"30, rue de l'Hermine",3,2,3,2,1500.0,20000.0
7122,318500,,,,,St-Nicolas,Québec Rive-Sud (Lévis),"350, route des Rivières",2,1,,1,1096.0,
7123,1380000,"4075,93$","773,23$","2070,00$","2000,00$",Verdun,Montréal / l'Île,"4344-4348, rue de Verdun",8,3,3,,,1195.032
7124,575000,"1300,00$","458,39$","3000,00$","1800,00$",Grenville-sur-la-Rouge,Laurentides,"180, chemin Danis",3,2,3,2,5000.0,130680.0
7125,399999,,,,,Gore,Laurentides,rue des Irlandais,,,,,,2482920.01
7126,54900,,,,,La Malbaie,Charlevoix,"75, rue du Plateau",,,,,,14800.0
7127,1125000,"3441,70$","631,79$","2500,00$","750,94$",St-Bruno-De-Montarville,Montérégie (Rive-Sud Montréal),"372, boulevard Clairevue Est",4,1,1,2,1537.95,7270.05
7128,400000,"1530,00$","330,00$","420,00$","360,00$",Saint-Laurent,Montréal / l'Île,"532-4885, boulevard Henri Bourassa Ouest",1,1,1,8,708.0,336.7
7129,645000,,,,,Pointe-Aux-Trembles / Montréal-Est,Montréal / l'Île,"1238, 1er Avenue",3,1,1,,,
7130,310000,"1810,71$","142,00$","900,00$",,Mascouche,Lanaudière,"5-449, montée Masson",2,1,,1,897.71,
7132,950000,"3981,70$","495,92$","500,00$",,L'Ile Des Soeurs,Montréal / l'Île,"201-250, chemin de la Pointe-Sud",2,2,,1,1175.0,
7133,375000,"2480,00$","217,54$","2500,00$","695,00$",Ste-Adèle,Laurentides,"871, rue Blondin",04,2,,1,1056.0,10641.264599999999
7134,670000,"3401,22$","471,59$","2000,00$","360,00$",Beloeil,Montérégie (Rive-Sud Montréal),"85, rue Léopold-Lacroix",3,2,1,2,1308.0,4021.0
7135,390000,,,,,Petite-Rivière-St-François,Charlevoix,rue Principale,,,,,,70000.0
7136,350000,"2712,70$","599,70$","2937,00$",,Sillery,Québec Rive-Nord,"2210, chemin du Foulon",3,1,1,2,1360.0,2434.8
7137,324900,"2850,00$","1400,00$","1350,00$",,St-Nicolas,Québec Rive-Sud (Lévis),"504, rue de Beaurivage",3,2,1,2,1280.0,5696.0
7138,359000,"2600,00$","516,00$","2500,00$","504,00$",Beauport,Québec Rive-Nord,"2134, rue de Tunis",4,2,,,1793.0,6500.0
7139,459999,"2197,00$","673,00$","1427,00$","300,00$",Candiac,Montérégie (Rive-Sud Montréal),"423, rue Cherbourg",3,1,1,2,1320.0,2140.0
7140,350000,"1581,00$","450,00$","1050,00$",,Vaudreuil-Dorion,Montérégie Ouest,"302-2924, rue Montcalm",2,1,,1,1064.0,10000.0
7141,129300,"1675,00$","254,00$",,,Val-Bélair,Québec Rive-Nord,"2-1569, rue Gandhi",1,1,,1,571.0,
7144,295000,"2570,81$","446,29$","500,00$",,St-Jean-Baptiste,Québec Rive-Nord,"407-1155, rue Turnbull",1,1,,1,854.0,
7145,499000,"3552,97$","400,00$",,,Ste-Foy,Québec Rive-Nord,"601-2855, rue le Noblet",2,2,,1,1183.0,
7146,389000,"2950,00$","522,87$",,,Duberger,Québec Rive-Nord,"3027, rue des Primevères",3,1,1,2,1380.0,4408.9
7147,210000,,,,,Montmagny,Chaudière-Appalaches,"27, rue des Canotiers",1,1,,1,1140.0,
7148,118000,"1206,96$","169,06$","971,64$","532,00$",Limoilou,Québec Rive-Nord,"1B-925, avenue 8e",1,1,,1,441.0,
7149,374900,"2345,00$","412,00$","1995,00$","1000,00$",Gatineau (Gatineau),Outaouais,"932, rue Notre-Dame",3,1,,1,3360.0,6250.0
7150,455000,"2587,00$","645,00$","1680,00$",,Pintendre,Québec Rive-Sud (Lévis),"398, rue de la Loire",4,1,1,2,1624.0,6000.0
7151,379000,,,,,Ste-Dorothée,Laval,"639, rue Principale",4,,,,,6048.0
7152,699900,"2008,60$","790,00$",,"2748,00$",Campbells Bay,Outaouais,"103, chemin Barrette",3,3,1,2,1400.0,48390.24
7153,600000,"1777,00$","365,00$","800,00$","130,00$",Granby,Estrie,"202-287, boulevard Fortin",2,1,,2,1280.0,
